student_id,school,sex,age,address_type,family_size,parent_status,mother_education,father_education,mother_job,father_job,school_choice_reason,guardian,travel_time,study_time,class_failures,school_support,family_support,extra_paid_classes,activities,nursery_school,higher_ed,internet_access,romantic_relationship,family_relationship,free_time,social,weekday_alcohol,weekend_alcohol,health,absences,grade_1,grade_2,final_grade
363,MS,F,18.0,Urban,1.0,Living together,3.0,3.0,services,services,other,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,2.0,1.0,3.0,3.0,0.0,11.0,11.0,10.0
364,MS,F,17.0,Urban,0.0,Living together,4.0,4.0,at_home,at_home,course,mother,0.0,1.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,2.0,3.0,4.0,1.0,1.0,1.0,0.0,16.0,15.0,15.0
365,MS,F,17.0,Rural,1.0,Living together,1.0,2.0,other,services,course,father,1.0,1.0,0.0,no,no,no,no,no,yes,no,no,3.0,2.0,2.0,1.0,2.0,3.0,0.0,12.0,11.0,12.0
366,MS,M,18.0,Rural,1.0,Living together,1.0,3.0,at_home,other,course,mother,1.0,1.0,0.0,no,yes,yes,no,yes,yes,no,no,3.0,3.0,4.0,2.0,4.0,3.0,4.0,10.0,10.0,10.0
367,MS,M,18.0,Urban,0.0,Living together,4.0,4.0,teacher,services,other,mother,1.0,2.0,0.0,no,no,yes,no,yes,yes,yes,yes,4.0,2.0,2.0,2.0,2.0,5.0,0.0,13.0,13.0,13.0
368,MS,F,17.0,Rural,1.0,Living together,1.0,1.0,other,services,reputation,mother,2.0,0.0,1.0,no,yes,yes,no,yes,yes,yes,yes,5.0,2.0,1.0,1.0,2.0,1.0,0.0,7.0,6.0,0.0
369,MS,F,18.0,Urban,1.0,Living together,2.0,3.0,at_home,services,course,father,1.0,0.0,0.0,no,yes,yes,no,yes,yes,yes,yes,5.0,2.0,3.0,1.0,2.0,4.0,0.0,11.0,10.0,10.0
370,MS,F,18.0,Rural,1.0,Living together,4.0,4.0,other,teacher,other,father,2.0,1.0,0.0,no,yes,yes,no,no,yes,yes,yes,3.0,2.0,2.0,4.0,2.0,5.0,10.0,14.0,12.0,11.0
371,MS,F,19.0,Urban,0.0,Living together,3.0,2.0,services,services,home,other,1.0,1.0,2.0,no,no,no,yes,yes,yes,no,yes,3.0,2.0,2.0,1.0,1.0,3.0,4.0,7.0,7.0,9.0
372,MS,M,18.0,Rural,0.0,Living together,1.0,2.0,at_home,services,other,father,2.0,0.0,0.0,no,yes,yes,yes,yes,no,yes,yes,4.0,3.0,3.0,2.0,3.0,3.0,3.0,14.0,12.0,12.0
373,MS,F,17.0,Urban,1.0,Living together,2.0,2.0,other,at_home,home,mother,0.0,2.0,0.0,no,no,no,yes,yes,yes,no,yes,3.0,4.0,3.0,1.0,1.0,3.0,8.0,13.0,11.0,11.0
374,MS,F,17.0,Rural,1.0,Living together,1.0,2.0,other,other,course,mother,0.0,0.0,0.0,no,no,no,yes,yes,yes,yes,no,3.0,5.0,5.0,1.0,3.0,1.0,14.0,6.0,5.0,5.0
375,MS,F,18.0,Rural,0.0,Living together,4.0,4.0,other,other,reputation,mother,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,4.0,4.0,1.0,1.0,1.0,0.0,19.0,18.0,19.0
376,MS,F,18.0,Rural,1.0,Living together,1.0,1.0,other,other,home,mother,3.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,3.0,2.0,1.0,2.0,4.0,2.0,8.0,8.0,10.0
377,MS,F,20.0,Urban,1.0,Living together,4.0,2.0,health,other,course,other,1.0,2.0,2.0,no,yes,yes,no,no,yes,yes,yes,5.0,4.0,3.0,1.0,1.0,3.0,4.0,15.0,14.0,15.0
378,MS,F,18.0,Rural,0.0,Living together,4.0,4.0,teacher,services,course,mother,0.0,1.0,0.0,no,no,yes,yes,yes,yes,yes,no,5.0,4.0,3.0,3.0,4.0,2.0,4.0,8.0,9.0,10.0
379,MS,F,18.0,Urban,1.0,Living together,3.0,3.0,other,other,home,mother,0.0,1.0,0.0,no,no,yes,no,yes,yes,yes,yes,4.0,1.0,3.0,1.0,2.0,1.0,0.0,15.0,15.0,15.0
380,MS,F,17.0,Rural,1.0,Living together,3.0,1.0,at_home,other,reputation,mother,0.0,1.0,0.0,no,yes,yes,yes,no,yes,yes,no,4.0,5.0,4.0,2.0,3.0,1.0,17.0,10.0,10.0,10.0
381,MS,M,18.0,Urban,1.0,Living together,4.0,4.0,teacher,teacher,home,father,0.0,1.0,0.0,no,no,yes,yes,no,yes,yes,no,3.0,2.0,4.0,1.0,4.0,2.0,4.0,15.0,14.0,14.0
382,MS,M,18.0,Rural,1.0,Living together,2.0,1.0,other,other,other,mother,1.0,0.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,4.0,3.0,1.0,3.0,5.0,5.0,7.0,6.0,7.0
383,MS,M,17.0,Urban,1.0,Living together,2.0,3.0,other,services,home,father,1.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,4.0,3.0,1.0,1.0,3.0,2.0,11.0,11.0,10.0
384,MS,M,19.0,Rural,1.0,Living together,1.0,1.0,other,services,other,mother,1.0,0.0,1.0,no,no,no,no,yes,yes,no,no,4.0,3.0,2.0,1.0,3.0,5.0,0.0,6.0,5.0,0.0
385,MS,M,18.0,Rural,1.0,Living together,4.0,2.0,other,other,home,father,1.0,0.0,1.0,no,no,yes,no,yes,yes,no,no,5.0,4.0,3.0,4.0,3.0,3.0,14.0,6.0,5.0,5.0
386,MS,F,18.0,Rural,1.0,Living together,2.0,2.0,at_home,other,other,mother,1.0,2.0,0.0,no,no,yes,no,yes,yes,no,no,5.0,3.0,3.0,1.0,3.0,4.0,2.0,10.0,9.0,10.0
387,MS,F,18.0,Rural,1.0,Living together,4.0,4.0,teacher,at_home,reputation,mother,2.0,0.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4.0,3.0,2.0,2.0,5.0,7.0,6.0,5.0,6.0
388,MS,F,19.0,Rural,1.0,Living together,2.0,3.0,services,other,course,mother,0.0,2.0,1.0,no,no,no,yes,no,yes,yes,no,5.0,4.0,2.0,1.0,2.0,5.0,0.0,7.0,5.0,0.0
389,MS,F,18.0,Urban,0.0,Living together,3.0,1.0,teacher,services,course,mother,0.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,4.0,1.0,1.0,1.0,0.0,7.0,9.0,8.0
390,MS,F,18.0,Urban,1.0,Living together,1.0,1.0,other,other,course,mother,1.0,1.0,1.0,no,no,no,yes,yes,yes,no,no,1.0,1.0,1.0,1.0,1.0,5.0,0.0,6.0,5.0,0.0
391,MS,M,20.0,Urban,0.0,Apart,2.0,2.0,services,services,course,other,0.0,1.0,2.0,no,yes,yes,no,yes,yes,no,no,5.0,5.0,4.0,4.0,5.0,4.0,11.0,9.0,9.0,9.0
392,MS,M,17.0,Urban,0.0,Living together,3.0,1.0,services,services,course,mother,1.0,0.0,0.0,no,no,no,no,no,yes,yes,no,2.0,4.0,5.0,3.0,4.0,2.0,3.0,14.0,16.0,16.0
393,MS,M,21.0,Rural,1.0,Living together,1.0,1.0,other,other,course,other,0.0,0.0,3.0,no,no,no,no,no,yes,no,no,5.0,5.0,3.0,3.0,3.0,3.0,3.0,10.0,8.0,7.0
394,MS,M,18.0,Rural,0.0,Living together,3.0,2.0,services,other,course,mother,2.0,0.0,0.0,no,no,no,no,no,yes,yes,no,4.0,4.0,1.0,3.0,4.0,5.0,0.0,11.0,12.0,10.0
395,MS,M,19.0,Urban,0.0,Living together,1.0,1.0,other,at_home,course,father,0.0,0.0,0.0,no,no,no,no,yes,yes,yes,no,3.0,2.0,3.0,3.0,3.0,5.0,5.0,8.0,9.0,9.0
